Ts_real_s,time_s,PWM_input,omega_rad_s,current_A,RPM
0.020000,4.660001,0.00,0.000000,0.000300,0.000
0.020000,4.680001,0.00,0.000000,0.000100,0.000
0.020000,4.700001,0.00,0.000000,0.000300,0.000
0.020000,4.720001,0.00,0.000000,-0.000300,0.000
0.020000,4.740001,0.00,0.000000,0.000200,0.000
0.020000,4.760001,0.00,0.000000,0.000200,0.000
0.020000,4.780001,0.00,0.000000,0.000000,0.000
0.020000,4.800001,0.00,0.000000,0.000100,0.000
0.020000,4.820001,0.00,0.000000,0.000200,0.000
0.020000,4.840001,0.00,0.000000,0.000000,0.000
0.020000,4.860001,0.00,0.000000,0.000200,0.000
0.020000,4.880001,0.00,0.000000,0.000000,0.000
0.020000,4.900001,0.00,0.000000,0.000100,0.000
0.020000,4.920001,0.00,0.000000,0.000300,0.000
0.020000,4.940001,0.00,0.000000,0.000100,0.000
0.020000,4.960001,0.00,0.000000,0.000100,0.000
0.020000,4.980001,0.00,0.000000,0.000100,0.000
0.020000,5.000001,0.00,0.000000,0.000300,0.000
-0.980001,5.020000,90.00,8.581911,1.003100,81.951
0.020000,5.040000,90.00,19.309303,0.417200,184.390
0.020000,5.060000,90.00,24.519749,0.242900,234.146
0.020000,5.080000,90.00,27.584717,0.167800,263.415
0.020000,5.100000,90.00,26.358730,0.192300,251.707
0.020000,5.120000,90.00,29.423698,0.113100,280.976
0.020000,5.140000,90.00,28.197708,0.090500,269.268
0.020000,5.160000,90.00,26.971722,0.128800,257.561
0.020000,5.180000,90.00,28.810707,0.111300,275.122
0.020000,5.200000,90.00,28.810707,0.132800,275.122
0.020000,5.220000,90.00,29.730196,0.093000,283.902
0.020000,5.240000,90.00,27.278221,0.099600,260.488
0.020000,5.260000,90.00,28.810707,0.077800,275.122
0.020000,5.280000,90.00,27.584717,0.089800,263.415
0.020000,5.300000,90.00,30.036692,0.102000,286.829
0.020000,5.320000,90.00,26.358730,0.129000,251.707
0.020000,5.340000,90.00,30.036692,0.096400,286.829
0.020000,5.360000,90.00,26.358730,0.074700,251.707
0.020000,5.380000,90.00,29.423698,0.077200,280.976
0.020000,5.400000,90.00,26.358730,0.094700,251.707
0.020000,5.420000,90.00,29.423698,0.104000,280.976
0.020000,5.440000,90.00,27.584717,0.128100,263.415
0.020000,5.460000,90.00,30.036692,0.091900,286.829
0.020000,5.480000,90.00,28.810707,0.068800,275.122
0.020000,5.500000,90.00,30.036692,0.080500,286.829
0.020000,5.520000,90.00,26.358730,0.109400,251.707
0.020000,5.540000,90.00,30.036692,0.125500,286.829
0.020000,5.560000,90.00,28.810707,0.083300,275.122
0.020000,5.580000,90.00,30.036692,0.081900,286.829
0.020000,5.600000,90.00,27.584717,0.072500,263.415
0.020000,5.620000,90.00,30.649685,0.095000,292.683
0.020000,5.640000,90.00,27.584717,0.111200,263.415
0.020000,5.660000,90.00,30.036692,0.101300,286.829
0.020000,5.680000,90.00,27.584717,0.072600,263.415
0.020000,5.700000,90.00,30.956182,0.076100,295.610
0.020000,5.720000,90.00,27.584717,0.097100,263.415
0.020000,5.740000,90.00,30.956182,0.133000,295.610
0.020000,5.760000,90.00,30.343187,0.087300,289.756
0.020000,5.780000,90.00,30.343187,0.082800,289.756
0.020000,5.800000,90.00,27.891212,0.070400,266.341
0.020000,5.820000,90.00,29.117203,0.093400,278.049
0.020000,5.840000,90.00,27.584717,0.114100,263.415
0.020000,5.860000,90.00,30.036692,0.101400,286.829
0.020000,5.880000,90.00,30.036692,0.072500,286.829
0.020000,5.900000,90.00,31.262678,0.076000,298.537
0.020000,5.920000,90.00,30.036692,0.103000,286.829
0.020000,5.940000,90.00,28.810707,0.124400,275.122
0.020000,5.960000,90.00,26.358730,0.082200,251.707
0.020000,5.980000,90.00,31.262678,0.077500,298.537
0.020000,6.000000,90.00,28.810707,0.076000,275.122
-0.979999,6.020001,0.00,0.000000,0.000100,0.000
0.020000,6.040001,0.00,0.000000,0.000100,0.000
0.020000,6.060001,0.00,0.000000,0.000000,0.000
0.020000,6.080001,0.00,0.000000,0.000400,0.000
0.020000,6.100001,0.00,0.000000,0.000200,0.000
0.020000,6.120001,0.00,0.000000,0.000200,0.000
0.020000,6.140001,0.00,0.000000,0.000100,0.000
0.020000,6.160001,0.00,0.000000,0.000100,0.000
0.020000,6.180001,0.00,0.000000,0.000200,0.000
0.020000,6.200001,0.00,0.000000,0.000100,0.000
